osrs_id,name,category,existing_2009_id,existing_2009_name,same_name_2009_ids,duplicate_name_in_osrs,placeholder_or_null,noted_or_note_related,tradeable,stackable,equipment_item,weapon_item,non_equipment_item,quest_or_untradeable_hint,requires_models,definition_only_candidate,inventory_model_id,ground_model_id,male_wield_model_id,female_wield_model_id,equipment_slot,weapon_type,attack_speed,has_examine
8084,Large statues,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8085,Suit of armour,already_existing_same_id,8085,Suit of armour,[8085],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8086,Small portrait,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8087,Minor head,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8088,Medium head,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8089,Major head,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8090,Mounted sword,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8091,Small landscape,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8093,Large portrait,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8094,Large landscape,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8095,Rune display case,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8096,Low-level plants,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8097,Mid-level plants,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8098,High-level plants,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8099,Rope bell-pull,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8100,Bell-pull,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8101,Posh bell-pull,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8102,Oak decoration,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8103,Teak decoration,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8104,Gilded decoration,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8105,Round shield,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8106,Square shield,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8107,Kite shield,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8108,Wooden bench,already_existing_same_id,8108,Wooden bench,"[8108, 8562, 8563]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8109,Oak bench,already_existing_same_id,8109,Oak bench,"[8109, 8564, 8565]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8110,Carved oak bench,already_existing_same_id,8110,Carved oak bench,"[8110, 8566, 8567]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8111,Teak dining bench,already_existing_same_id,8111,Teak dining bench,"[8111, 8568, 8569]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8112,Carved teak bench,already_existing_same_id,8112,Carved teak bench,"[8112, 8570, 8571]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8113,Mahogany bench,already_existing_same_id,8113,Mahogany bench,"[8113, 8572, 8573]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8114,Gilded bench,already_existing_same_id,8114,Gilded bench,"[8114, 8574, 8575]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8115,Wood dining table,already_existing_same_id,8115,Wood dining table,"[8115, 8548, 8549]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8116,Oak dining table,already_existing_same_id,8116,Oak dining table,"[8116, 8550, 8551]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8117,Carved oak table,already_existing_same_id,8117,Carved oak table,"[8117, 8552, 8553]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8118,Teak table,already_existing_same_id,8118,Teak table,"[8118, 8554, 8555]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8119,Carved teak table,already_existing_same_id,8119,Carved teak table,"[8119, 8556, 8557]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8120,Mahogany table,already_existing_same_id,8120,Mahogany table,"[8120, 8558, 8559]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8121,Opulent table,already_existing_same_id,8121,Opulent table,"[8121, 8560, 8561]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8122,Oak door,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8123,Steel-plated door,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8124,Marble door,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8125,Decorative blood,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8126,Decorative pipe,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8127,Hanging skeleton,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8128,Candles,already_existing_same_id,8128,Candles,[8128],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8129,Torches,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8130,Skull torches,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8131,Skeleton guard,already_existing_same_id,8131,Skeleton guard,[8131],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8132,Guard dog,already_existing_same_id,8132,Guard dog,[8132],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8133,Hobgoblin guard,already_existing_same_id,8133,Hobgoblin guard,[8133],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8134,Baby red dragon,already_existing_same_id,8134,Baby red dragon,[8134],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8135,Huge spider,already_existing_same_id,8135,Huge spider,[8135],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8136,Troll guard,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8137,Hellhound,already_existing_same_id,8137,Hellhound,[8137],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8138,Demon,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8139,Kalphite soldier,already_existing_same_id,8139,Kalphite soldier,[8139],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8140,Tok-xil,already_existing_same_id,8140,Tok-xil,[8140],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8141,Dagannoth,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8142,Steel dragon,already_existing_same_id,8142,Steel dragon,[8142],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8143,Spike trap,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8144,Man trap,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8145,Tangle vine,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8146,Marble trap,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8147,Teleport trap,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8148,Wooden crate,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8149,Oak chest,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8150,Teak chest,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8151,Mahogany chest,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8152,Magic chest,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8153,Clay attack stone,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8154,Attack stone,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8155,Marble att. stone,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8156,Magical balance 1,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8157,Magical balance 2,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8158,Magical balance 3,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8159,Jester,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8160,Treasure hunt,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8161,Hangman game,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8162,Hoop and stick,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8163,Dartboard,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8164,Archery target,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8165,Oak prize chest,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8166,Teak prize chest,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8167,Mahogany chest,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8168,Exit portal,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8169,Decorative rock,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8170,Pond,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8171,Imp statue,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8172,Dungeon entrance,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8173,Tree,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8174,Nice tree,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8175,Oak tree,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8176,Willow tree,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8177,Maple tree,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8178,Yew tree,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8179,Magic tree,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8180,Plant,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8181,Small fern,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8182,Fern,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8183,Dock leaf,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8184,Thistle,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8185,Reeds,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8186,Fern,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8187,Bush,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8188,Tall plant,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8189,Short plant,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8190,Large-leaf plant,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8191,Huge plant,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8192,Gazebo,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8193,Small fountain,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8194,Large fountain,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8195,Posh fountain,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8196,Boundary stones,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8197,Wooden fence,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8198,Stone wall,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8199,Iron railings,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8200,Picket fence,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8201,Garden fence,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8202,Marble wall,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8203,Thorny hedge,already_existing_same_id,8203,Thorny hedge,"[8203, 8437, 8438]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8204,Nice hedge,already_existing_same_id,8204,Nice hedge,"[8204, 8439, 8440]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8205,Small box hedge,already_existing_same_id,8205,Small box hedge,"[8205, 8441, 8442]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8206,Topiary hedge,already_existing_same_id,8206,Topiary hedge,"[8206, 8443, 8444]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8207,Fancy hedge,already_existing_same_id,8207,Fancy hedge,"[8207, 8445, 8446]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8208,Tall fancy hedge,already_existing_same_id,8208,Tall fancy hedge,"[8208, 8447, 8448]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8209,Tall box hedge,same_name_different_id,,,"[8449, 8450]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8210,Rosemary,already_existing_same_id,8210,Rosemary,"[6014, 6015, 8210]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
8211,Daffodils,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8212,Bluebells,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8213,Sunflower,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8214,Marigolds,already_existing_same_id,8214,Marigolds,"[6010, 6011, 8214]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
8215,Roses,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8216,Firepit,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8217,Firepit with hook,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8218,Firepit with pot,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8219,Small oven,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8220,Large oven,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8221,Steel range,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8222,Fancy range,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8223,Wooden shelves 1,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8224,Wooden shelves 2,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8225,Wooden shelves 3,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8226,Oak shelves 1,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8227,Oak shelves 2,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8228,Teak shelves 1,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8229,Teak shelves 2,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8230,Pump and drain,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8231,Pump and tub,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8232,Sink,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8233,Wooden larder,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8234,Oak larder,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8235,Teak larder,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8236,Cat blanket,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8237,Cat basket,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8238,Cushioned basket,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8239,Beer barrel,already_existing_same_id,8239,Beer barrel,"[8239, 8516, 8517]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8240,Cider barrel,already_existing_same_id,8240,Cider barrel,"[8240, 8518, 8519]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8241,Asgarnian ale,already_existing_same_id,8241,Asgarnian ale,"[1905, 1906, 7744, 7745, 8241, 8520, 8521]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
8242,Greenman's ale,already_existing_same_id,8242,Greenman's ale,"[1909, 1910, 7746, 7747, 8242, 8522, 8523]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
8243,Dragon bitter,already_existing_same_id,8243,Dragon bitter,"[1911, 1912, 7748, 7749, 8243, 8524, 8525]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
8244,Chef's delight,already_existing_same_id,8244,Chef's delight,"[5755, 5756, 7754, 7755, 8244, 8526, 8527]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
8246,Wood kitchen table,already_existing_same_id,8246,Wood kitchen table,"[8246, 8528, 8529]",False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8247,Oak kitchen table,already_existing_same_id,8247,Oak kitchen table,"[8247, 8530, 8531]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8248,Teak kitchen table,already_existing_same_id,8248,Teak kitchen table,"[8248, 8532, 8533]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8249,Oak staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8250,Oak staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8251,Oak staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8252,Teak staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8253,Teak staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8254,Teak staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8255,Marble staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8256,Marble staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8257,Marble staircase,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8258,Spiral staircase,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8259,Marble spiral,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8260,Crawling hand,already_existing_same_id,8260,Crawling hand,"[4133, 7975, 7982, 8260]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8261,Cockatrice head,already_existing_same_id,8261,Cockatrice head,"[7976, 7983, 8261]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8262,Basilisk head,already_existing_same_id,8262,Basilisk head,"[7977, 7984, 8262]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8263,Kurask head,already_existing_same_id,8263,Kurask head,"[7978, 7985, 8263]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8264,Abyssal head,already_existing_same_id,8264,Abyssal head,"[7979, 7986, 8264]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8265,Kbd heads,already_existing_same_id,8265,Kbd heads,"[7980, 7987, 8265]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8266,Kq head,already_existing_same_id,8266,Kq head,"[7981, 7988, 8266]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8267,Mounted bass,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8268,Mounted swordfish,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8269,Mounted shark,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8270,Mithril armour,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8271,Adamantite armour,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8272,Runite armour,already_existing_same_id,8272,Runite armour,[8272],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8273,Cw armour 1,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8274,Cw armour 2,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8275,Cw armour 3,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8276,Rune case 1,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8277,Rune case 2,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8278,Rune case 3,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8279,Silverlight,already_existing_same_id,8279,Silverlight,"[2402, 6745, 8279]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8280,Excalibur,already_existing_same_id,8280,Excalibur,"[35, 8280]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8281,Darklight,already_existing_same_id,8281,Darklight,"[6746, 8281]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8282,Anti-dragon shield,already_existing_same_id,8282,Anti-dragon shield,"[1540, 1541, 8282]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
8283,Amulet of glory,already_existing_same_id,8283,Amulet of glory,"[1704, 1705, 8283]",True,False,False,True,False,False,False,True,False,False,True,,,,,,,,True
8284,Cape of legends,already_existing_same_id,8284,Cape of legends,"[1052, 8284, 10635]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,True
8285,King arthur,already_existing_same_id,8285,King arthur,[8285],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8286,Elena,already_existing_same_id,8286,Elena,[8286],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8287,Giant dwarf,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8288,Miscellanians,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8289,Lumbridge,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8290,The desert,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8291,Morytania,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8292,Karamja,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8293,Isafdar,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8294,Small map,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8295,Medium map,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8296,Large map,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8297,Oak cage,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8298,Oak and steel cage,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8299,Steel cage,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8300,Spiked cage,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8301,Bone cage,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8302,Spikes,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8303,Tentacle pool,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8304,Flame pit,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8305,Rocnar,already_existing_same_id,8305,Rocnar,[8305],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8306,Oak ladder,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8307,Teak ladder,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8308,Mahogany ladder,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8309,Crude wooden chair,already_existing_same_id,8309,Crude wooden chair,"[8309, 8496, 8497]",False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8310,Wooden chair,already_existing_same_id,8310,Wooden chair,"[8310, 8498, 8499]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8311,Rocking chair,already_existing_same_id,8311,Rocking chair,"[8311, 8500, 8501]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8312,Oak chair,already_existing_same_id,8312,Oak chair,"[8312, 8502, 8503]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8313,Oak armchair,already_existing_same_id,8313,Oak armchair,"[8313, 8504, 8505]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8314,Teak armchair,already_existing_same_id,8314,Teak armchair,"[8314, 8506, 8507]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8315,Mahogany armchair,already_existing_same_id,8315,Mahogany armchair,"[8315, 8508, 8509]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8316,Brown rug,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8317,Rug,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8318,Opulent rug,osrs_only,,,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8319,Wooden bookcase,already_existing_same_id,8319,Wooden bookcase,"[8319, 8510, 8511]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8320,Oak bookcase,already_existing_same_id,8320,Oak bookcase,"[8320, 8512, 8513]",True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8321,Mahogany bookcase,id_collision,8321,Mahogany b'kcase,[],True,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8322,Torn curtains,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8323,Curtains,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8324,Opulent curtains,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8325,Clay fireplace,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8326,Stone fireplace,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
8327,Marble fireplace,osrs_only,,,[],False,False,False,False,False,False,False,True,True,False,True,,,,,,,,False
